text,label
"mostrar agenda de amanhã",show_agenda
"agenda de sexta que vem",show_agenda

"hi",unknown
"thanks",unknown
"how are you",unknown
"olá",unknown
"valeu",unknown
"tudo bem",unknown
"hello there",unknown
"okay",unknown
"cool",unknown
"good morning",unknown
"boa tarde",unknown
"beleza",unknown
"oi",unknown
